ID,Name,NominalKV,Substation,Organization,ControlArea,FrequencySourcePriority
7194,"HOUSTON 4 8",13.8,HOUSTON,1_org,7_ca,0
7195,"HOUSTON 4 9",13.8,HOUSTON,1_org,7_ca,0
7196,"HOUSTON 4 10",13.8,HOUSTON,1_org,7_ca,0
7197,"HOUSTON 4 11",13.8,HOUSTON,1_org,7_ca,0
7198,"TOMBALL 2 0",115,TOMBALL,1_org,7_ca,0
7199,"CYPRESS 1 0",500,CYPRESS,1_org,7_ca,0
7200,"CYPRESS 1 1",230,CYPRESS,1_org,7_ca,0
7201,"CYPRESS 1 2",115,CYPRESS,1_org,7_ca,0
7202,"HEMPSTEAD 0",115,HEMPSTEAD,1_org,7_ca,0
7203,"WEST COLUM~1",115,"WEST COLUMBIA",1_org,7_ca,0
7204,"BAYTOWN 1 0",500,BAYTOWN,1_org,7_ca,0
7205,"BAYTOWN 1 1",230,BAYTOWN,1_org,7_ca,0
7206,"BAYTOWN 1 2",115,BAYTOWN,1_org,7_ca,0
7207,"BAYTOWN 1 3",18,BAYTOWN,1_org,7_ca,0
7208,"BAYTOWN 1 4",18,BAYTOWN,1_org,7_ca,0
7209,"BAYTOWN 1 5",18,BAYTOWN,1_org,7_ca,0
7210,"BAYTOWN 1 6",18,BAYTOWN,1_org,7_ca,0
7211,"BAYTOWN 1 7",18,BAYTOWN,1_org,7_ca,0
7212,"BAYTOWN 1 8",18,BAYTOWN,1_org,7_ca,0
7213,"SANTA FE 1 0",115,"SANTA FE",1_org,7_ca,0
7214,"HOUSTON 27 0",115,HOUSTON,1_org,7_ca,0
7215,"SPRING 5 0",115,SPRING,1_org,7_ca,0
7216,"HOUSTON 46 0",115,HOUSTON,1_org,7_ca,0
7217,"HOUSTON 23 0",115,HOUSTON,1_org,7_ca,0
7218,"MONTGOMERY 0",115,MONTGOMERY,1_org,7_ca,0
7219,"HUNGERFORD 0",115,HUNGERFORD,1_org,7_ca,0
7220,"HOUSTON 84 0",115,HOUSTON,1_org,7_ca,0
7221,"HOUSTON 83 0",115,HOUSTON,1_org,7_ca,0
7222,"HOUSTON 24 0",115,HOUSTON,1_org,7_ca,0
7223,"HOUSTON 76 0",115,HOUSTON,1_org,7_ca,0
7224,"HOUSTON 43 0",115,HOUSTON,1_org,7_ca,0
7225,"HOUSTON 81 0",115,HOUSTON,1_org,7_ca,0
7226,"HOUSTON 35 0",115,HOUSTON,1_org,7_ca,0
7227,"HOUSTON 90 0",500,HOUSTON,1_org,7_ca,0
7228,"HOUSTON 90 1",230,HOUSTON,1_org,7_ca,0
7229,"HOUSTON 90 2",115,HOUSTON,1_org,7_ca,0
7230,"BEASLEY 0",115,BEASLEY,1_org,7_ca,0
7231,"HOUSTON 7 0",115,HOUSTON,1_org,7_ca,0
7232,"LA MARQUE 0",115,"LA MARQUE",1_org,7_ca,0
7233,"WALLER 0",115,WALLER,1_org,7_ca,0
7234,"PORTER 0",115,PORTER,1_org,7_ca,0
7235,"CYPRESS 2 0",115,CYPRESS,1_org,7_ca,0
7236,"HOUSTON 30 0",115,HOUSTON,1_org,7_ca,0
7237,"FULSHEAR 0",115,FULSHEAR,1_org,7_ca,0
7238,"LIBERTY 0",115,LIBERTY,1_org,7_ca,0
7239,"WINNIE 0",115,WINNIE,1_org,7_ca,0
7240,"HOUSTON 63 0",115,HOUSTON,1_org,7_ca,0
7241,"HOUSTON 70 0",115,HOUSTON,1_org,7_ca,0
7242,"HOUSTON 55 0",115,HOUSTON,1_org,7_ca,0
7243,"CROSBY 0",115,CROSBY,1_org,7_ca,0
7244,"MANVEL 0",115,MANVEL,1_org,7_ca,0
7245,"HOUSTON 54 0",115,HOUSTON,1_org,7_ca,0
7246,"HOUSTON 89 0",115,HOUSTON,1_org,7_ca,0
7247,"DAMON 0",115,DAMON,1_org,7_ca,0
7248,"HOUSTON 74 0",115,HOUSTON,1_org,7_ca,0
7249,"HOUSTON 26 0",115,HOUSTON,1_org,7_ca,0
7250,"HOUSTON 32 0",115,HOUSTON,1_org,7_ca,0
7251,"HOCKLEY 0",115,HOCKLEY,1_org,7_ca,0
7252,"ANGLETON 0",230,ANGLETON,1_org,7_ca,0
7253,"ANGLETON 1",115,ANGLETON,1_org,7_ca,0
7254,"CONROE 3 0",115,CONROE,1_org,7_ca,0
7255,"HOUSTON 39 0",115,HOUSTON,1_org,7_ca,0
7256,"HOUSTON 59 0",115,HOUSTON,1_org,7_ca,0
7257,"PEARLAND 1 0",115,PEARLAND,1_org,7_ca,0
7258,"HOUSTON 56 0",115,HOUSTON,1_org,7_ca,0
7259,"HOUSTON 13 0",115,HOUSTON,1_org,7_ca,0
7260,CHANNELVI~15,115,CHANNELVIEW,1_org,7_ca,0
7261,"BAY CITY 0",230,"BAY CITY",1_org,7_ca,0
7262,"BAY CITY 1",115,"BAY CITY",1_org,7_ca,0
7263,"PASADENA 3 0",500,PASADENA,1_org,7_ca,0
7264,"PASADENA 3 1",230,PASADENA,1_org,7_ca,0
7265,"PASADENA 3 2",115,PASADENA,1_org,7_ca,0
7266,"PASADENA 3 3",13.8,PASADENA,1_org,7_ca,0
7267,"PASADENA 3 4",13.8,PASADENA,1_org,7_ca,0
7268,"PASADENA 3 5",13.8,PASADENA,1_org,7_ca,0
7269,"PASADENA 3 6",13.8,PASADENA,1_org,7_ca,0
7270,"PASADENA 3 7",13.8,PASADENA,1_org,7_ca,0
7271,"BROOKSHIRE 0",115,BROOKSHIRE,1_org,7_ca,0
7272,"HOUSTON 25 0",115,HOUSTON,1_org,7_ca,0
7273,"TEXAS CITY~3",115,"TEXAS CITY",1_org,7_ca,0
7274,"VICTORIA 3 0",230,VICTORIA,1_org,7_ca,0
7275,"VICTORIA 3 1",115,VICTORIA,1_org,7_ca,0
7276,"HOUSTON 36 0",115,HOUSTON,1_org,7_ca,0
7277,"GANADO 0",115,GANADO,1_org,7_ca,0
7278,"MONT BELVI~1",230,"MONT BELVIEU",1_org,7_ca,0
7279,"MONT BELVI~2",115,"MONT BELVIEU",1_org,7_ca,0
7280,"MONT BELVI~3",13.8,"MONT BELVIEU",1_org,7_ca,0
7281,"MONT BELVI~4",13.8,"MONT BELVIEU",1_org,7_ca,0
7282,"BAYTOWN 3 0",230,BAYTOWN,1_org,7_ca,0
7283,"BAYTOWN 3 1",115,BAYTOWN,1_org,7_ca,0
7284,"BAYTOWN 3 2",13.2,BAYTOWN,1_org,7_ca,0
7285,"BAYTOWN 3 3",13.2,BAYTOWN,1_org,7_ca,0
7286,"BAYTOWN 3 4",13.2,BAYTOWN,1_org,7_ca,0
7287,"BAYTOWN 3 5",13.2,BAYTOWN,1_org,7_ca,0
7288,"BAYTOWN 3 6",13.2,BAYTOWN,1_org,7_ca,0
7289,"BAYTOWN 3 7",13.2,BAYTOWN,1_org,7_ca,0
7290,"SPRING 6 0",115,SPRING,1_org,7_ca,0
7291,"HUMBLE 2 0",115,HUMBLE,1_org,7_ca,0
7292,"HOUSTON 69 0",115,HOUSTON,1_org,7_ca,0
7293,"SANTA FE 2 0",115,"SANTA FE",1_org,7_ca,0
7294,"PORT BOLIV~1",115,"PORT BOLIVAR",1_org,7_ca,0
7295,"HOUSTON 42 0",115,HOUSTON,1_org,7_ca,0
7296,"HOUSTON 85 0",115,HOUSTON,1_org,7_ca,0
7297,"HOUSTON 50 0",115,HOUSTON,1_org,7_ca,0
7298,"HOUSTON 62 0",115,HOUSTON,1_org,7_ca,0
7299,"EAGLE LAKE 0",115,"EAGLE LAKE",1_org,7_ca,0
7300,"CONROE 2 0",115,CONROE,1_org,7_ca,0
7301,"WEBSTER 0",115,WEBSTER,1_org,7_ca,0
7302,"SWEENY 0",115,SWEENY,1_org,7_ca,0
7303,"BLESSING 0",115,BLESSING,1_org,7_ca,0
7304,"WHARTON 1 0",500,WHARTON,1_org,7_ca,0
7305,"WHARTON 1 1",230,WHARTON,1_org,7_ca,0
7306,"WHARTON 1 2",115,WHARTON,1_org,7_ca,0
7307,"WHARTON 1 3",24,WHARTON,1_org,7_ca,0
7308,"WHARTON 1 4",24,WHARTON,1_org,7_ca,0
7309,"WHARTON 1 5",24,WHARTON,1_org,7_ca,0
7310,"WHARTON 1 6",24,WHARTON,1_org,7_ca,0
7311,"WHARTON 1 7",24,WHARTON,1_org,7_ca,0
7312,"LAKE JACKS~1",230,"LAKE JACKSON",1_org,7_ca,0
7313,"LAKE JACKS~2",115,"LAKE JACKSON",1_org,7_ca,0
7314,"BELLVILLE 0",115,BELLVILLE,1_org,7_ca,0
7315,"KATY 4 0",115,KATY,1_org,7_ca,0
7316,"HOUSTON 38 0",115,HOUSTON,1_org,7_ca,0
7317,FRIENDSWOO~1,115,FRIENDSWOOD,1_org,7_ca,0
7318,"HOUSTON 17 0",115,HOUSTON,1_org,7_ca,0
7319,"HOUSTON 66 0",115,HOUSTON,1_org,7_ca,0
7320,"FREEPORT 1 0",500,FREEPORT,1_org,7_ca,0
7321,"FREEPORT 1 1",230,FREEPORT,1_org,7_ca,0
7322,"FREEPORT 1 2",115,FREEPORT,1_org,7_ca,0
7323,"FREEPORT 1 3",13.8,FREEPORT,1_org,7_ca,0
7324,"FREEPORT 1 4",13.8,FREEPORT,1_org,7_ca,0
7325,"FREEPORT 1 5",13.8,FREEPORT,1_org,7_ca,0
7326,"FREEPORT 1 6",13.8,FREEPORT,1_org,7_ca,0
7327,"NEWGULF 0",230,NEWGULF,1_org,7_ca,0
7328,"NEWGULF 1",115,NEWGULF,1_org,7_ca,0
7329,"NEWGULF 2",13.8,NEWGULF,1_org,7_ca,0
7330,"HOUSTON 60 0",115,HOUSTON,1_org,7_ca,0
7331,"PASADENA 1 0",500,PASADENA,1_org,7_ca,0
7332,"PASADENA 1 1",230,PASADENA,1_org,7_ca,0
7333,"PASADENA 1 2",115,PASADENA,1_org,7_ca,0
7334,"PASADENA 1 3",20,PASADENA,1_org,7_ca,0
7335,"PASADENA 1 4",20,PASADENA,1_org,7_ca,0
7336,"STAFFORD 0",115,STAFFORD,1_org,7_ca,0
7337,"EDNA 0",115,EDNA,1_org,7_ca,0
7338,"HOUSTON 21 0",115,HOUSTON,1_org,7_ca,0
7339,"NEEDVILLE 0",115,NEEDVILLE,1_org,7_ca,0
7340,"SEALY 0",115,SEALY,1_org,7_ca,0
7341,"KATY 3 0",500,KATY,1_org,7_ca,0
7342,"KATY 3 1",230,KATY,1_org,7_ca,0
7343,"KATY 3 2",115,KATY,1_org,7_ca,0
7344,"HOUSTON 37 0",115,HOUSTON,1_org,7_ca,0
7345,"HOUSTON 19 0",115,HOUSTON,1_org,7_ca,0
7346,"THOMPSONS 0",500,THOMPSONS,1_org,7_ca,0
7347,"THOMPSONS 1",230,THOMPSONS,1_org,7_ca,0
7348,"THOMPSONS 2",115,THOMPSONS,1_org,7_ca,0
7349,"THOMPSONS 3",13.8,THOMPSONS,1_org,7_ca,0
7350,"THOMPSONS 4",13.8,THOMPSONS,1_org,7_ca,0
7351,"THOMPSONS 5",13.8,THOMPSONS,1_org,7_ca,0
7352,"THOMPSONS 6",13.8,THOMPSONS,1_org,7_ca,0
7353,"THOMPSONS 7",13.8,THOMPSONS,1_org,7_ca,0
7354,"THOMPSONS 8",13.8,THOMPSONS,1_org,7_ca,0
7355,"THOMPSONS 9",13.8,THOMPSONS,1_org,7_ca,0
7356,"THOMPSONS 10",13.8,THOMPSONS,1_org,7_ca,0
7357,"THOMPSONS 11",13.8,THOMPSONS,1_org,7_ca,0
7358,"THOMPSONS 12",13.8,THOMPSONS,1_org,7_ca,0
7359,"THOMPSONS 13",13.8,THOMPSONS,1_org,7_ca,0
7360,"THOMPSONS 14",13.8,THOMPSONS,1_org,7_ca,0
7361,"THOMPSONS 15",13.8,THOMPSONS,1_org,7_ca,0
7362,"HOUSTON 61 0",115,HOUSTON,1_org,7_ca,0
7363,"GALVESTON ~4",115,GALVESTON,1_org,7_ca,0
7364,"EAST BERNA~1",115,"EAST BERNARD",1_org,7_ca,0
7365,"HOUSTON 20 0",115,HOUSTON,1_org,7_ca,0
7366,CHANNELVIE~1,500,CHANNELVIEW,1_org,7_ca,0
7367,CHANNELVIE~2,230,CHANNELVIEW,1_org,7_ca,0
7368,CHANNELVIE~7,115,CHANNELVIEW,1_org,7_ca,0
7369,CHANNELVIE~8,18,CHANNELVIEW,1_org,7_ca,0
7370,CHANNELVIE~9,18,CHANNELVIEW,1_org,7_ca,0
7371,CHANNELVI~10,18,CHANNELVIEW,1_org,7_ca,0
7372,CHANNELVI~11,18,CHANNELVIEW,1_org,7_ca,0
7373,CHANNELVI~12,18,CHANNELVIEW,1_org,7_ca,0
7374,CHANNELVI~13,18,CHANNELVIEW,1_org,7_ca,0
7375,CHANNELVI~14,18,CHANNELVIEW,1_org,7_ca,0
7376,CHANNELVIE~3,18,CHANNELVIEW,1_org,7_ca,0
7377,CHANNELVIE~4,18,CHANNELVIEW,1_org,7_ca,0
7378,CHANNELVIE~5,18,CHANNELVIEW,1_org,7_ca,0
7379,CHANNELVIE~6,18,CHANNELVIEW,1_org,7_ca,0
7380,"FREEPORT 3 0",115,FREEPORT,1_org,7_ca,0
7381,"HOUSTON 15 0",115,HOUSTON,1_org,7_ca,0
7382,"HOUSTON 31 0",115,HOUSTON,1_org,7_ca,0
7383,"ROSHARON 0",115,ROSHARON,1_org,7_ca,0
7384,"HOUSTON 44 0",115,HOUSTON,1_org,7_ca,0
7385,"HOUSTON 75 0",115,HOUSTON,1_org,7_ca,0
7386,"HOUSTON 71 0",115,HOUSTON,1_org,7_ca,0
7387,"HUMBLE 1 0",115,HUMBLE,1_org,7_ca,0
7388,"HOUSTON 68 0",115,HOUSTON,1_org,7_ca,0
7389,"WILLIS 1 0",500,WILLIS,1_org,7_ca,0
7390,"WILLIS 1 1",230,WILLIS,1_org,7_ca,0
7391,"WILLIS 1 2",115,WILLIS,1_org,7_ca,0
7392,"BAYTOWN 4 0",115,BAYTOWN,1_org,7_ca,0
7393,"VAN VLECK 0",115,"VAN VLECK",1_org,7_ca,0
7394,"HUFFMAN 0",115,HUFFMAN,1_org,7_ca,0
7395,"HOUSTON 53 0",115,HOUSTON,1_org,7_ca,0
7396,"HOUSTON 91 0",115,HOUSTON,1_org,7_ca,0
7397,"ROSENBERG 0",115,ROSENBERG,1_org,7_ca,0
7398,"PASADENA 5 0",115,PASADENA,1_org,7_ca,0
7399,"HOUSTON 45 0",115,HOUSTON,1_org,7_ca,0
7400,"HOUSTON 6 0",500,HOUSTON,1_org,7_ca,0
7401,"HOUSTON 6 1",230,HOUSTON,1_org,7_ca,0
7402,"HOUSTON 6 2",115,HOUSTON,1_org,7_ca,0
7403,"PASADENA 4 0",115,PASADENA,1_org,7_ca,0
7404,"HOUSTON 57 0",115,HOUSTON,1_org,7_ca,0
7405,"GALVESTON ~3",115,GALVESTON,1_org,7_ca,0
7406,"POINT COMF~1",500,"POINT COMFORT",1_org,7_ca,0
7407,"POINT COMF~2",230,"POINT COMFORT",1_org,7_ca,0
7408,"POINT COMF~3",115,"POINT COMFORT",1_org,7_ca,0
7409,"KATY 2 0",230,KATY,1_org,7_ca,0
7410,"KATY 2 1",115,KATY,1_org,7_ca,0
7411,"SPRING 3 0",115,SPRING,1_org,7_ca,0
7412,"DANBURY 0",115,DANBURY,1_org,7_ca,0
7413,"WHARTON 2 0",115,WHARTON,1_org,7_ca,0
7414,"VICTORIA 1 0",500,VICTORIA,1_org,7_ca,0
7415,"VICTORIA 1 1",230,VICTORIA,1_org,7_ca,0
7416,"VICTORIA 1 2",115,VICTORIA,1_org,7_ca,0
7417,"HOUSTON 64 0",115,HOUSTON,1_org,7_ca,0
7418,"HOUSTON 65 0",115,HOUSTON,1_org,7_ca,0
7419,"LA PORTE 0",115,"LA PORTE",1_org,7_ca,0
7420,"MAGNOLIA 1 0",230,MAGNOLIA,1_org,7_ca,0
7421,"MAGNOLIA 1 1",115,MAGNOLIA,1_org,7_ca,0
7422,"ALVIN 0",500,ALVIN,1_org,7_ca,0
7423,"ALVIN 1",230,ALVIN,1_org,7_ca,0
7424,"ALVIN 2",115,ALVIN,1_org,7_ca,0
7425,"HOUSTON 86 0",115,HOUSTON,1_org,7_ca,0
7426,"BRAZORIA 0",115,BRAZORIA,1_org,7_ca,0
7427,"HOUSTON 87 0",115,HOUSTON,1_org,7_ca,0
7428,"FREEPORT 2 0",500,FREEPORT,1_org,7_ca,0
7429,"FREEPORT 2 1",230,FREEPORT,1_org,7_ca,0
7430,"FREEPORT 2 2",115,FREEPORT,1_org,7_ca,0
7431,"CONROE 6 0",115,CONROE,1_org,7_ca,0
7432,MADISONVIL~1,115,MADISONVILLE,1_org,7_ca,0
8001,"NORMANGEE 0",115,NORMANGEE,1_org,8_ca,0
8002,"ARP 0",115,ARP,1_org,8_ca,0
8003,CENTERVILL~1,115,CENTERVILLE,1_org,8_ca,0
8004,"LUFKIN 3 0",230,LUFKIN,1_org,8_ca,0
8005,"LUFKIN 3 1",115,LUFKIN,1_org,8_ca,0
8006,"FLINT 0",115,FLINT,1_org,8_ca,0
8007,"BULLARD 0",115,BULLARD,1_org,8_ca,0
8008,"CHANDLER 0",115,CHANDLER,1_org,8_ca,0
8009,PLANTERSVI~1,115,PLANTERSVILLE,1_org,8_ca,0
8010,"MARQUEZ 0",115,MARQUEZ,1_org,8_ca,0
8011,"TENNESSEE ~1",115,"TENNESSEE COLONY",1_org,8_ca,0
8012,"ANDERSON 0",115,ANDERSON,1_org,8_ca,0
8013,"MINEOLA 0",115,MINEOLA,1_org,8_ca,0
8014,"LOVELADY 0",115,LOVELADY,1_org,8_ca,0
8015,"HUNTINGTON 0",115,HUNTINGTON,1_org,8_ca,0
8016,"BRYAN 4 0",115,BRYAN,1_org,8_ca,0
8017,"FRANKSTON 0",115,FRANKSTON,1_org,8_ca,0
8018,"TYLER 4 0",230,TYLER,1_org,8_ca,0
8019,"TYLER 4 1",115,TYLER,1_org,8_ca,0
8020,"BEN WHEELE~1",115,"BEN WHEELER",1_org,8_ca,0
8021,"GARRISON 0",115,GARRISON,1_org,8_ca,0
8022,"ETOILE 0",115,ETOILE,1_org,8_ca,0
8023,"LUFKIN 1 0",115,LUFKIN,1_org,8_ca,0
8024,"LUFKIN 1 1",13.8,LUFKIN,1_org,8_ca,0
8025,"PALESTINE ~1",115,PALESTINE,1_org,8_ca,0
8026,"LINDALE 0",115,LINDALE,1_org,8_ca,0
8027,"WHITEHOUSE 0",115,WHITEHOUSE,1_org,8_ca,0
8028,"OVERTON 0",115,OVERTON,1_org,8_ca,0
8029,"GRAND SALI~1",115,"GRAND SALINE",1_org,8_ca,0
8030,"SHIRO 0",500,SHIRO,1_org,8_ca,0
8031,"SHIRO 1",230,SHIRO,1_org,8_ca,0
8032,"SHIRO 2",115,SHIRO,1_org,8_ca,0
8033,"SHIRO 3",13.8,SHIRO,1_org,8_ca,0
8034,"SHIRO 4",13.8,SHIRO,1_org,8_ca,0
8035,"SHIRO 5",13.8,SHIRO,1_org,8_ca,0
8036,"SHIRO 6",13.8,SHIRO,1_org,8_ca,0
8037,"MIDWAY 0",115,MIDWAY,1_org,8_ca,0
8038,"SULPHUR SP~1",115,"SULPHUR SPRINGS",1_org,8_ca,0
8039,"VAN 0",115,VAN,1_org,8_ca,0
8040,"MURCHISON 0",115,MURCHISON,1_org,8_ca,0
8041,NACOGDOCHE~2,115,NACOGDOCHES,1_org,8_ca,0
8042,"DIBOLL 0",115,DIBOLL,1_org,8_ca,0
8043,"FAIRFIELD ~1",500,FAIRFIELD,1_org,8_ca,0
8044,"FAIRFIELD ~2",230,FAIRFIELD,1_org,8_ca,0
8045,"FAIRFIELD ~3",115,FAIRFIELD,1_org,8_ca,0
8046,"FAIRFIELD ~4",18,FAIRFIELD,1_org,8_ca,0
8047,"FAIRFIELD ~5",18,FAIRFIELD,1_org,8_ca,0
8048,"FAIRFIELD ~6",18,FAIRFIELD,1_org,8_ca,0
8049,"FAIRFIELD ~7",18,FAIRFIELD,1_org,8_ca,0
8050,"FAIRFIELD ~8",18,FAIRFIELD,1_org,8_ca,0
8051,"FAIRFIELD ~9",18,FAIRFIELD,1_org,8_ca,0
8052,"TYLER 8 0",115,TYLER,1_org,8_ca,0
8053,"ATHENS 1 0",115,ATHENS,1_org,8_ca,0
8054,"BUFFALO 0",115,BUFFALO,1_org,8_ca,0
8055,"RUSK 0",115,RUSK,1_org,8_ca,0
8056,"WINONA 0",115,WINONA,1_org,8_ca,0
8057,FAIRFIELD~10,500,FAIRFIELD,1_org,8_ca,0
8058,FAIRFIELD~11,230,FAIRFIELD,1_org,8_ca,0
8059,FAIRFIELD~12,115,FAIRFIELD,1_org,8_ca,0
8060,FAIRFIELD~13,13.8,FAIRFIELD,1_org,8_ca,0
8061,FAIRFIELD~14,13.8,FAIRFIELD,1_org,8_ca,0
8062,"CUSHING 2 0",115,CUSHING,1_org,8_ca,0
8063,NACOGDOCHE~3,115,NACOGDOCHES,1_org,8_ca,0
8064,FAIRFIELD~15,115,FAIRFIELD,1_org,8_ca,0
8065,"TRINIDAD 2 0",115,TRINIDAD,1_org,8_ca,0
8066,"DIKE 0",115,DIKE,1_org,8_ca,0
8067,"JEWETT 1 0",500,JEWETT,1_org,8_ca,0
8068,"JEWETT 1 1",230,JEWETT,1_org,8_ca,0
8069,"JEWETT 1 2",115,JEWETT,1_org,8_ca,0
8070,"JEWETT 1 3",13.8,JEWETT,1_org,8_ca,0
8071,"JEWETT 1 4",13.8,JEWETT,1_org,8_ca,0
8072,"PALESTINE ~2",115,PALESTINE,1_org,8_ca,0
8073,"EMORY 0",115,EMORY,1_org,8_ca,0
8074,"MT. ENTERP~1",500,"MOUNT ENTERPRISE",1_org,8_ca,0
8075,"MT. ENTERP~2",230,"MOUNT ENTERPRISE",1_org,8_ca,0
8076,"MT. ENTERP~3",115,"MOUNT ENTERPRISE",1_org,8_ca,0
8077,"MT. ENTERP~4",13.8,"MOUNT ENTERPRISE",1_org,8_ca,0
8078,"MT. ENTERP~5",13.8,"MOUNT ENTERPRISE",1_org,8_ca,0
8079,"MT. ENTERP~6",13.8,"MOUNT ENTERPRISE",1_org,8_ca,0
8080,"MT. ENTERP~7",13.8,"MOUNT ENTERPRISE",1_org,8_ca,0
8081,"TYLER 9 0",115,TYLER,1_org,8_ca,0
8082,"FRANKLIN 0",500,FRANKLIN,1_org,8_ca,0
8083,"FRANKLIN 1",230,FRANKLIN,1_org,8_ca,0
8084,"FRANKLIN 2",161,FRANKLIN,1_org,8_ca,0
8085,"FRANKLIN 3",161,FRANKLIN,1_org,8_ca,0
8086,"FRANKLIN 4",115,FRANKLIN,1_org,8_ca,0
8087,"FRANKLIN 5",18,FRANKLIN,1_org,8_ca,0
8088,"FRANKLIN 6",18,FRANKLIN,1_org,8_ca,0
8089,"TYLER 3 0",115,TYLER,1_org,8_ca,0
8090,"ELKHART 0",115,ELKHART,1_org,8_ca,0
8091,"WORTHAM 0",115,WORTHAM,1_org,8_ca,0
8092,"OAKWOOD 0",115,OAKWOOD,1_org,8_ca,0
8093,"COOKVILLE 0",115,COOKVILLE,1_org,8_ca,0
8094,"COLLEGE ST~1",230,"COLLEGE STATION",1_org,8_ca,0
8095,"COLLEGE ST~2",115,"COLLEGE STATION",1_org,8_ca,0
8096,"EDGEWOOD 0",115,EDGEWOOD,1_org,8_ca,0
8097,"CUSHING 1 0",230,CUSHING,1_org,8_ca,0
8098,"CUSHING 1 1",115,CUSHING,1_org,8_ca,0
8099,"CUSHING 1 2",13.8,CUSHING,1_org,8_ca,0
8100,"TYLER 2 0",115,TYLER,1_org,8_ca,0
8101,"ALTO 0",115,ALTO,1_org,8_ca,0
8102,"CALVERT 0",115,CALVERT,1_org,8_ca,0
8103,"JEWETT 2 0",115,JEWETT,1_org,8_ca,0
8104,"NAVASOTA 0",115,NAVASOTA,1_org,8_ca,0
8105,"MOUNT PLEA~7",230,"MOUNT PLEASANT",1_org,8_ca,0
8106,"MOUNT PLEA~8",115,"MOUNT PLEASANT",1_org,8_ca,0
8107,"SCROGGINS 0",115,SCROGGINS,1_org,8_ca,0
8108,"WILLS POIN~1",115,"WILLS POINT",1_org,8_ca,0
8109,"ATHENS 2 0",115,ATHENS,1_org,8_ca,0
8110,"POINT 0",115,POINT,1_org,8_ca,0
8111,"LUFKIN 2 0",115,LUFKIN,1_org,8_ca,0
8112,JACKSONVIL~1,500,JACKSONVILLE,1_org,8_ca,0
8113,JACKSONVIL~2,230,JACKSONVILLE,1_org,8_ca,0
8114,JACKSONVIL~3,115,JACKSONVILLE,1_org,8_ca,0
8115,JACKSONVIL~4,13.8,JACKSONVILLE,1_org,8_ca,0
8116,JACKSONVIL~5,13.8,JACKSONVILLE,1_org,8_ca,0
8117,JACKSONVIL~6,13.8,JACKSONVILLE,1_org,8_ca,0
8118,"CROCKETT 0",115,CROCKETT,1_org,8_ca,0
8119,"HENDERSON ~1",115,HENDERSON,1_org,8_ca,0
8120,"BRYAN 3 0",115,BRYAN,1_org,8_ca,0
8121,JACKSONVIL~7,115,JACKSONVILLE,1_org,8_ca,0
8122,"BRYAN 5 0",115,BRYAN,1_org,8_ca,0
8123,"MALAKOFF 0",115,MALAKOFF,1_org,8_ca,0
8124,"CUMBY 0",115,CUMBY,1_org,8_ca,0
8125,NACOGDOCHE~1,115,NACOGDOCHES,1_org,8_ca,0
8126,"MOUNT PLEA~1",500,"MOUNT PLEASANT",1_org,8_ca,0
8127,"MOUNT PLEA~2",230,"MOUNT PLEASANT",1_org,8_ca,0
8128,"MOUNT PLEA~3",115,"MOUNT PLEASANT",1_org,8_ca,0
8129,"MOUNT PLEA~4",18,"MOUNT PLEASANT",1_org,8_ca,0
8130,"MOUNT PLEA~5",18,"MOUNT PLEASANT",1_org,8_ca,0
8131,"MOUNT PLEA~6",18,"MOUNT PLEASANT",1_org,8_ca,0
8132,"TEAGUE 0",115,TEAGUE,1_org,8_ca,0
8133,"TYLER 7 0",230,TYLER,1_org,8_ca,0
8134,"TYLER 7 1",115,TYLER,1_org,8_ca,0
8135,"TYLER 6 0",115,TYLER,1_org,8_ca,0
8136,"YANTIS 0",115,YANTIS,1_org,8_ca,0
8137,"POLLOK 0",115,POLLOK,1_org,8_ca,0
8138,"TYLER 1 0",115,TYLER,1_org,8_ca,0
8139,"COLLEGE ST~3",230,"COLLEGE STATION",1_org,8_ca,0
8140,"COLLEGE ST~4",115,"COLLEGE STATION",1_org,8_ca,0
8141,"HEARNE 0",115,HAWLEY,1_org,8_ca,0
8142,"MOUNT VERN~1",115,"MOUNT VERNON",1_org,8_ca,0
8143,"IOLA 0",115,IOLA,1_org,8_ca,0
8144,"STREETMAN 0",115,STREETMAN,1_org,8_ca,0
8145,"COMO 0",115,COMO,1_org,8_ca,0
8146,"HENDERSON ~2",115,HENDERSON,1_org,8_ca,0
8147,"TRINIDAD 1 0",230,TRINIDAD,1_org,8_ca,0
8148,"TRINIDAD 1 1",161,TRINIDAD,1_org,8_ca,0
8149,"TRINIDAD 1 2",115,TRINIDAD,1_org,8_ca,0
8150,"ZAVALLA 0",115,ZAVALLA,1_org,8_ca,0
8151,"GRAPELAND 0",115,GRAPELAND,1_org,8_ca,0
8152,"BRYAN 2 0",115,BRYAN,1_org,8_ca,0
8153,"CANTON 0",115,CANTON,1_org,8_ca,0
8154,"TYLER 5 0",115,TYLER,1_org,8_ca,0
8155,"BREMOND 0",500,BREMOND,1_org,8_ca,0
8156,"BREMOND 1",230,BREMOND,1_org,8_ca,0
8157,"BREMOND 2",115,BREMOND,1_org,8_ca,0
8158,"BRYAN 1 0",500,BRYAN,1_org,8_ca,0
8159,"BRYAN 1 1",230,BRYAN,1_org,8_ca,0
8160,"BRYAN 1 2",115,BRYAN,1_org,8_ca,0
